Application_mode,Course,Previous_qualification,Previous_qualification_grade,Mothers_occupation,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,GDP,Status,Curricular_units_credited_avg,Curricular_units_enrolled_avg,Curricular_units_evaluations_avg,Curricular_units_approved_avg,Curricular_units_grade_avg,Curricular_units_without_evaluations_avg
39,9003,1,133.1,4,120.0,0,1,0,1,0,25,-4.06,Dropout,0.0,6.0,15.0,1.0,7.25,1.5
1,9085,1,123.0,4,116.7,1,0,1,1,1,20,1.79,Dropout,0.0,6.0,9.0,2.0,6.6,0.0
53,9085,42,150.0,9,150.0,1,0,1,1,1,22,3.51,Dropout,2.5,7.5,12.5,5.0,13.483333333333334,0.0
39,9773,19,133.1,9,117.5,0,0,1,0,0,39,1.74,Graduate,0.0,6.0,8.0,5.0,11.291666666666668,0.0
1,9670,1,140.0,2,137.6,1,0,1,1,1,21,3.51,Graduate,0.0,6.0,7.5,6.0,14.797619047619047,0.0
17,9254,1,126.0,9,124.3,0,0,1,0,1,19,-0.92,Graduate,0.0,6.0,7.5,5.0,12.283333333333333,0.0
39,9500,19,133.1,9,116.0,0,0,1,0,1,26,0.32,Graduate,0.0,7.0,8.0,6.0,10.983333333333334,0.0
18,9238,1,121.0,4,121.4,1,0,1,0,1,19,-4.06,Graduate,0.0,6.0,9.5,4.5,11.125,0.0
53,9085,42,140.0,4,142.8,1,0,0,0,1,20,3.51,Graduate,5.5,10.5,14.0,9.0,13.835164835164836,0.0
17,9670,1,133.1,4,96.0,1,0,1,0,1,25,-4.06,Enrolled,0.0,6.0,9.0,5.5,11.742857142857144,0.0
43,8014,1,131.0,8,125.0,0,0,1,1,0,24,-0.92,Dropout,0.0,6.0,9.5,0.0,0.0,1.5
17,9119,1,124.0,4,126.1,1,0,1,1,0,20,0.32,Graduate,0.0,5.0,8.0,4.5,13.916666666666668,1.5
39,9003,1,120.0,9,155.8,0,0,1,1,0,29,0.79,Graduate,0.0,6.0,8.0,6.0,14.805555555555555,0.0
1,9773,1,133.1,9,116.0,0,0,1,1,0,20,-0.92,Graduate,0.0,6.0,8.0,6.0,11.25,0.0
44,9130,39,110.0,2,110.0,1,0,1,1,0,20,0.79,Dropout,0.0,6.0,13.5,3.0,10.625,0.0
39,9670,19,133.1,5,97.2,1,0,1,1,1,24,2.02,Graduate,0.0,6.0,9.0,4.5,12.3,0.0
39,9500,19,133.1,2,100.0,0,1,1,1,0,24,-0.92,Dropout,0.0,7.0,14.0,0.0,0.0,1.5
7,9119,40,140.0,2,140.0,0,0,1,1,0,23,2.02,Graduate,0.0,5.0,6.0,5.0,13.971428571428572,0.0
43,9556,1,130.0,5,128.0,1,0,1,1,0,20,-4.06,Graduate,0.0,7.5,8.0,7.5,14.136607142857141,0.0
17,9670,1,110.0,4,115.3,1,0,1,1,0,19,-4.06,Graduate,0.0,6.0,8.0,5.5,13.428571428571429,0.0
39,9003,1,140.0,9,150.0,0,0,1,1,0,28,2.02,Enrolled,0.0,6.0,11.0,5.5,12.166666666666668,0.0
44,9003,39,160.0,4,160.0,1,0,1,1,1,20,0.79,Graduate,0.0,6.0,9.0,5.5,13.022222222222222,0.0
1,9070,1,138.0,3,133.1,0,0,1,1,0,18,3.51,Graduate,0.0,6.0,6.5,6.0,13.928571428571429,0.0
1,9670,1,126.0,90,119.0,1,1,1,1,0,20,1.74,Dropout,0.0,6.0,5.0,0.5,6.0,0.5
39,9991,1,120.0,5,156.0,1,0,1,1,0,33,1.74,Graduate,0.0,5.0,5.5,5.0,14.016666666666666,0.0
39,9500,1,130.0,191,163.7,0,0,1,0,0,35,1.79,Enrolled,0.0,7.0,10.0,5.0,12.09,0.0
39,9500,40,130.0,9,130.0,0,0,1,0,0,27,-1.7,Enrolled,3.0,8.0,12.0,7.0,12.457142857142856,0.0
17,9773,1,122.0,7,123.1,1,0,0,0,0,19,-3.12,Dropout,0.0,6.0,12.0,3.0,11.5,0.0
39,9991,1,160.0,9,160.0,0,0,1,0,1,31,-4.06,Enrolled,0.0,5.0,11.5,4.0,10.5,0.0
1,171,1,134.0,7,136.1,1,0,1,1,0,19,-3.12,Graduate,0.0,0.0,0.0,0.0,0.0,0.0
43,9070,1,134.0,7,132.7,1,0,1,1,0,22,-4.06,Graduate,8.0,12.5,13.0,12.5,13.5,0.0
43,9500,1,140.0,6,128.2,0,0,1,0,0,39,-1.7,Dropout,0.0,7.5,0.0,0.0,0.0,0.0
17,9254,1,127.0,4,126.7,1,0,0,1,0,22,1.79,Dropout,0.0,3.5,0.5,0.0,0.0,0.0
39,9991,1,133.1,9,150.0,0,0,1,1,0,47,-3.12,Enrolled,0.0,5.0,8.0,4.0,11.25,0.0
17,171,1,143.0,5,156.3,1,0,1,1,1,19,2.02,Graduate,0.0,0.0,0.0,0.0,0.0,0.0
10,9254,1,115.0,9,116.1,1,0,1,0,0,19,1.79,Graduate,0.0,6.0,6.0,6.0,13.916666666666668,0.0
17,9500,1,131.0,9,123.8,1,0,1,0,0,19,-4.06,Dropout,0.0,7.5,0.0,0.0,0.0,0.0
1,171,1,146.0,9,153.0,1,0,1,0,1,21,2.02,Graduate,15.0,17.0,18.0,17.0,14.13888888888889,0.0
7,9500,5,140.0,4,140.0,1,0,0,0,0,39,1.79,Dropout,0.0,7.5,0.0,0.0,0.0,0.0
17,171,1,135.0,4,131.9,1,0,1,1,0,19,3.51,Graduate,5.0,11.5,12.0,11.5,13.583333333333334,0.0
1,171,1,133.0,9,141.4,0,0,1,1,1,20,0.79,Enrolled,0.0,0.0,0.0,0.0,0.0,0.0
39,9147,12,133.1,9,140.0,1,1,0,1,0,24,-1.7,Dropout,0.0,5.0,5.0,0.0,0.0,0.0
39,9991,1,120.0,9,115.0,1,0,1,1,0,27,-1.7,Dropout,0.0,5.0,7.0,0.5,5.0,0.0
39,9991,1,133.1,9,168.0,0,0,1,1,0,29,2.02,Graduate,0.0,5.0,5.0,5.0,15.2,0.0
17,9085,1,130.0,9,101.3,1,0,1,1,0,20,1.79,Dropout,0.0,6.0,14.5,2.0,6.4,0.0
1,9670,1,125.0,7,122.6,0,0,1,1,0,21,-3.12,Dropout,0.0,5.0,6.0,4.5,11.083333333333332,0.0
1,171,1,134.0,2,141.7,1,0,1,1,0,18,0.32,Enrolled,0.0,0.0,0.0,0.0,0.0,0.0
1,9500,1,151.0,4,132.3,0,0,1,1,0,19,-1.7,Graduate,0.0,8.0,9.0,7.0,12.828571428571427,0.0
17,9773,1,112.0,5,111.7,0,1,0,1,0,19,-4.06,Dropout,0.0,6.0,8.0,5.0,12.55,0.0
39,9119,1,120.0,9,98.7,0,0,1,1,1,28,1.79,Graduate,0.0,5.0,11.0,3.0,11.2,0.0
15,9254,1,140.0,9,140.0,1,0,0,0,0,21,0.79,Graduate,0.0,6.0,8.0,5.0,12.375,0.0
10,9500,1,140.0,2,140.0,1,1,0,0,0,23,-1.7,Dropout,0.0,8.0,11.0,7.0,11.328571428571427,0.0
39,9003,1,133.1,9,100.7,0,0,1,0,0,39,-4.06,Enrolled,0.0,6.0,14.0,2.5,13.0,1.5
17,9500,1,143.0,9,133.8,1,0,1,0,0,18,0.32,Graduate,0.0,7.0,7.0,6.0,13.033333333333331,0.0
15,9773,1,133.1,9,100.0,0,0,1,0,0,59,2.02,Graduate,0.0,6.0,7.5,5.0,11.958333333333332,0.0
7,9119,4,180.0,2,180.0,0,1,1,1,0,30,0.79,Enrolled,0.0,5.0,8.0,3.5,15.35,0.0
1,9085,1,136.0,9,130.8,1,0,1,0,0,18,-1.7,Graduate,0.0,5.0,6.0,5.0,14.0,0.5
44,9991,39,140.0,9,140.0,0,0,1,0,0,41,-3.12,Enrolled,2.5,6.5,9.5,5.0,12.375,0.0
39,9500,1,130.0,9,106.2,1,0,1,0,0,27,2.02,Dropout,0.0,7.0,14.0,0.0,0.0,0.0
1,9238,1,141.0,9,125.6,1,0,1,0,1,18,-3.12,Graduate,0.0,6.0,6.0,6.0,12.333333333333332,0.0
18,9853,1,121.0,7,117.5,1,1,0,0,0,20,1.74,Dropout,0.0,6.0,14.0,2.5,11.833333333333332,0.0
39,9119,3,120.0,4,122.5,0,0,0,0,0,32,-1.7,Dropout,0.0,5.0,5.5,0.0,0.0,0.0
17,9147,1,129.0,3,132.9,1,0,1,0,0,19,-3.12,Dropout,0.0,5.0,7.5,3.5,11.233333333333334,0.0
39,9853,12,133.1,7,103.0,0,0,1,0,0,41,-0.92,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
17,8014,1,100.0,90,107.0,0,0,1,0,0,38,1.74,Dropout,0.0,5.0,11.0,0.5,5.0,0.0
7,9130,2,133.1,4,100.0,0,0,1,1,0,35,3.51,Dropout,0.0,6.5,8.5,0.0,0.0,0.5
39,8014,1,133.1,0,100.0,1,0,1,0,0,27,0.32,Dropout,0.0,6.0,13.5,3.5,12.125,0.0
17,9070,1,139.0,4,131.3,1,0,1,0,0,19,0.32,Graduate,0.0,6.0,8.0,5.0,12.25,0.5
18,9773,1,125.0,9,122.2,0,0,0,0,0,18,2.02,Enrolled,0.0,6.0,6.5,5.0,12.2,0.0
39,9991,9,133.1,0,118.4,0,0,0,0,0,39,0.32,Dropout,0.0,5.0,5.0,0.0,0.0,0.0
7,9254,2,100.0,9,100.0,0,0,0,0,0,37,1.74,Dropout,0.0,5.0,7.5,0.0,0.0,0.0
39,9500,1,110.0,9,110.0,0,0,0,0,0,37,-1.7,Dropout,0.0,8.0,8.0,0.0,0.0,1.0
43,8014,1,133.1,0,100.0,0,0,1,0,1,35,-3.12,Graduate,11.0,14.5,14.5,14.5,12.34375,0.0
43,9147,1,123.0,9,106.2,0,0,1,0,0,49,-1.7,Graduate,6.5,11.0,20.0,8.0,10.533333333333333,0.0
7,9147,40,110.0,9,110.0,0,0,1,0,0,52,0.79,Graduate,10.0,13.5,21.0,13.0,10.694871794871796,0.0
1,9085,1,130.0,5,122.3,1,0,1,0,0,18,-3.12,Graduate,0.0,5.0,9.0,5.0,13.666666666666668,1.5
39,8014,1,133.1,9,112.5,0,0,1,0,1,30,1.74,Graduate,0.0,6.5,7.0,6.0,14.5,0.5
1,9500,1,97.0,2,98.1,1,0,1,0,0,21,2.02,Graduate,0.0,7.5,7.5,7.5,13.533482142857142,0.0
1,9119,1,130.0,9,140.2,1,0,1,1,0,20,-3.12,Dropout,0.0,5.0,2.5,0.0,0.0,0.0
17,9147,1,139.0,6,143.6,1,1,1,1,0,18,0.32,Enrolled,0.0,5.0,7.0,0.0,0.0,0.0
16,171,1,150.0,9,134.6,1,0,1,1,0,19,0.32,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
1,9500,1,141.0,2,126.8,1,0,1,1,0,18,-3.12,Graduate,0.0,8.0,8.0,8.0,13.24875,0.0
15,33,1,133.1,2,100.0,0,0,1,1,0,20,3.51,Enrolled,0.0,7.0,8.5,5.5,12.803571428571429,0.0
17,9130,1,137.0,5,130.0,1,0,1,0,0,21,1.79,Enrolled,0.0,6.0,11.0,4.5,13.925,0.0
1,9147,1,116.0,3,113.6,1,0,1,0,1,22,2.02,Graduate,0.0,5.0,7.0,4.0,13.2,0.0
44,9130,39,140.0,5,140.0,1,1,0,0,0,20,1.79,Enrolled,0.5,6.0,11.0,2.5,11.5,0.0
17,9085,1,106.0,3,106.0,0,0,1,0,0,20,0.79,Enrolled,0.0,6.0,8.5,5.0,13.583333333333332,0.0
17,9238,1,135.0,7,126.6,1,0,1,0,1,19,-1.7,Graduate,0.0,6.0,7.5,6.0,12.895833333333332,0.0
17,9500,1,144.0,9,130.7,1,0,1,0,1,18,0.79,Graduate,0.0,7.5,8.5,7.5,15.230555555555554,0.0
1,9147,1,108.0,4,105.9,1,0,1,1,0,21,2.02,Graduate,0.0,5.0,7.5,4.5,11.075,0.0
15,9556,1,137.0,9,137.0,0,1,1,0,0,19,3.51,Enrolled,0.0,7.0,11.0,1.0,5.833333333333333,2.0
43,9130,1,133.1,9,100.0,0,0,1,0,0,37,0.79,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
1,8014,1,121.0,9,114.4,1,0,1,0,0,45,0.32,Enrolled,5.0,9.5,13.0,9.5,13.928571428571429,0.0
39,9003,19,133.1,9,120.0,0,1,0,1,0,38,-0.92,Dropout,0.0,6.0,9.0,0.0,0.0,0.0
39,9991,12,130.0,90,119.0,1,0,0,1,0,55,0.32,Dropout,0.0,5.0,5.0,0.0,0.0,0.0
39,9003,1,133.1,9,110.0,0,1,0,0,0,28,0.79,Dropout,0.0,6.0,14.0,4.5,12.375,0.0
7,9991,2,120.0,6,120.0,0,0,1,0,0,46,3.51,Graduate,5.0,8.5,11.5,6.5,12.3875,0.0
1,171,1,131.0,4,119.8,1,0,1,0,0,22,-0.92,Graduate,0.0,0.0,0.0,0.0,0.0,0.0
39,9670,19,133.1,9,135.6,0,0,1,0,0,46,1.79,Dropout,0.0,6.0,9.5,4.5,12.575,0.0
39,9991,1,100.0,5,120.7,0,0,1,0,0,28,0.32,Enrolled,0.0,5.0,8.0,4.0,12.125,0.0
1,9085,1,131.0,9,136.3,1,1,0,0,0,18,0.32,Dropout,0.0,5.0,7.5,3.0,12.5,0.0
16,171,1,158.0,9,164.3,1,0,1,1,1,18,1.74,Enrolled,0.0,0.0,0.0,0.0,0.0,0.0
1,9773,1,146.0,9,149.2,1,0,1,1,1,21,-1.7,Graduate,0.0,6.0,6.0,6.0,13.833333333333332,0.0
16,9070,1,133.0,4,122.5,1,0,1,0,0,18,0.32,Enrolled,0.0,6.0,11.0,2.5,11.0,2.5
43,9991,1,120.0,3,100.0,0,0,1,0,0,34,0.79,Dropout,0.0,5.0,9.5,0.5,5.5,0.0
17,9853,1,119.0,9,125.0,1,0,1,0,1,21,1.74,Dropout,0.0,6.0,8.5,5.0,11.6,0.0
1,9773,1,132.0,9,131.0,1,0,1,0,1,18,-4.06,Graduate,0.0,6.0,7.5,5.5,13.0,0.0
1,171,1,130.0,9,122.0,1,0,1,1,0,20,0.32,Graduate,0.0,0.0,0.0,0.0,0.0,0.0
1,9147,1,132.0,7,131.3,1,0,1,0,0,18,-3.12,Enrolled,0.0,5.0,8.0,4.0,12.125,0.0
17,9119,1,133.1,3,117.0,1,0,1,1,0,21,1.79,Enrolled,0.0,5.0,10.0,4.0,10.983333333333334,0.0
17,9254,1,119.0,5,118.0,1,0,1,1,0,19,1.74,Dropout,0.0,6.0,12.0,1.5,11.25,0.0
17,8014,1,134.0,4,126.0,1,0,1,1,0,22,0.32,Graduate,0.0,6.0,6.5,6.0,12.416666666666666,0.0
44,9003,39,120.0,4,120.0,0,0,1,1,0,23,-4.06,Dropout,0.5,6.0,7.0,0.5,5.5,0.0
17,171,1,172.0,2,155.6,1,0,1,1,0,19,-3.12,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
1,9147,1,120.0,5,122.8,1,0,1,1,0,18,1.74,Enrolled,0.0,5.0,9.0,3.0,10.916666666666668,0.0
1,171,1,129.0,9,127.3,1,1,0,1,1,19,-3.12,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
17,9147,1,118.0,9,118.4,1,0,1,1,0,19,1.79,Enrolled,0.0,5.0,7.5,3.0,11.125,0.0
1,9670,1,127.0,4,128.1,0,0,1,1,0,19,0.32,Enrolled,0.0,5.0,7.0,4.0,11.75,0.0
1,9500,1,133.1,9,99.0,1,0,1,1,0,22,-0.92,Enrolled,0.0,7.5,10.5,6.0,12.666666666666668,0.0
1,9773,1,164.0,9,161.2,0,0,1,1,1,18,0.79,Graduate,0.0,6.0,7.0,6.0,15.857142857142858,0.0
17,9238,1,136.0,7,140.9,1,0,1,1,0,18,-3.12,Dropout,0.0,6.0,8.5,4.5,11.9,0.0
17,9773,1,117.0,9,111.1,0,1,1,1,0,19,-0.92,Dropout,0.0,6.0,6.0,3.5,11.291666666666668,0.0
1,171,1,131.0,0,149.9,1,0,1,1,0,18,2.02,Graduate,0.0,0.0,0.0,0.0,0.0,0.0
17,9670,1,110.0,4,111.3,0,0,1,1,0,21,-4.06,Enrolled,0.0,6.0,10.5,5.0,13.267857142857142,0.0
1,9254,1,125.0,4,121.5,1,0,1,1,0,18,-3.12,Enrolled,0.0,6.0,11.5,4.0,10.666666666666668,0.0
44,9003,39,120.0,6,120.0,1,0,1,1,0,19,1.79,Graduate,0.0,6.0,9.5,5.5,12.87142857142857,0.0
39,9003,19,133.1,9,120.0,0,1,0,1,0,27,3.51,Dropout,0.0,6.0,9.0,1.0,5.75,0.0
53,9003,42,130.0,9,130.0,1,1,1,1,0,20,3.51,Enrolled,6.0,11.0,14.0,9.5,12.085227272727272,0.0
1,9254,1,101.0,3,98.9,1,0,1,1,0,20,1.79,Graduate,0.0,6.0,8.0,5.0,13.0,0.0
1,9500,1,141.0,2,136.3,1,0,1,1,0,18,-3.12,Graduate,0.0,8.0,9.0,8.0,12.8875,1.0
17,9773,1,128.0,9,125.2,1,0,1,1,0,18,1.79,Enrolled,0.0,6.0,6.5,5.5,13.133333333333333,0.0
1,9070,1,145.0,7,130.0,1,0,1,1,0,18,3.51,Graduate,0.0,6.0,7.0,6.0,12.702380952380953,0.0
1,9147,1,160.0,4,141.5,1,0,1,1,0,18,-3.12,Dropout,0.0,5.0,10.5,2.5,11.583333333333332,0.5
16,9085,1,134.0,8,123.9,1,0,1,1,0,18,-3.12,Enrolled,0.0,5.0,9.0,5.0,12.7,1.0
17,9500,1,125.0,5,114.5,1,0,1,0,0,18,-0.92,Graduate,0.0,7.5,11.5,7.0,12.132291666666667,0.0
39,8014,15,133.1,0,100.0,1,0,0,0,0,37,-3.12,Dropout,0.0,5.0,7.0,0.0,0.0,2.5
39,8014,1,120.0,5,110.5,0,0,1,0,1,36,1.74,Graduate,0.0,6.0,6.0,6.0,11.666666666666668,0.0
39,9085,19,133.1,9,101.0,1,0,1,0,0,26,-4.06,Dropout,0.0,6.0,18.0,2.5,11.833333333333332,0.0
1,9085,1,121.0,6,121.0,0,0,1,0,0,19,0.32,Graduate,0.0,5.0,8.5,4.0,14.125,0.5
39,8014,1,120.0,7,95.0,1,0,1,0,0,24,-4.06,Dropout,0.0,6.0,8.0,5.0,11.600000000000001,0.0
1,9773,1,130.0,9,126.9,1,0,1,0,1,19,2.02,Dropout,0.0,6.0,7.0,6.0,13.083333333333332,0.0
42,9670,1,130.0,9,116.3,1,0,1,0,1,20,-1.7,Graduate,2.5,7.5,9.0,5.5,12.316666666666666,0.0
18,9670,1,128.0,9,120.0,1,0,1,0,0,19,2.02,Graduate,0.0,6.0,9.0,5.5,14.3125,0.0
1,9085,1,126.0,9,123.6,1,0,1,0,0,21,1.74,Graduate,0.0,5.0,7.5,4.0,12.333333333333332,0.0
39,9556,1,120.0,9,150.0,0,0,0,0,0,50,-1.7,Dropout,0.0,7.0,16.0,5.0,10.75,0.0
39,9556,1,100.0,9,120.0,0,0,1,0,0,47,-1.7,Dropout,0.5,7.0,15.5,5.0,12.132142857142858,0.0
42,9853,1,120.0,4,111.3,0,0,1,0,0,24,-0.92,Dropout,8.0,13.0,17.5,9.5,10.972222222222221,0.0
39,9991,1,110.0,7,150.0,0,0,0,0,0,48,-4.06,Dropout,0.0,5.0,5.0,0.5,5.0,0.0
1,9085,1,127.0,9,123.2,1,0,1,0,1,18,1.79,Graduate,0.0,6.0,12.0,5.5,14.246031746031747,0.0
44,9991,39,130.0,5,130.0,1,0,1,1,0,32,-3.12,Dropout,2.5,6.5,8.0,4.0,11.75,0.0
1,9670,1,141.0,4,137.9,1,0,0,1,0,20,0.32,Dropout,0.0,5.0,5.5,3.5,12.375,0.0
39,9119,1,120.0,9,100.0,0,1,1,1,0,24,-0.92,Dropout,0.0,5.0,8.0,0.0,0.0,0.0
39,9130,19,133.1,9,120.0,0,0,1,1,0,53,-3.12,Graduate,0.0,5.0,8.5,4.0,12.0,1.0
39,9773,19,133.1,9,131.0,0,1,0,1,0,42,0.79,Dropout,0.0,4.0,4.5,0.0,0.0,0.0
39,9991,12,133.1,9,133.8,1,0,1,1,0,52,0.32,Graduate,0.0,5.0,5.0,5.0,13.899999999999999,0.0
43,8014,1,130.0,132,100.0,0,0,1,1,0,54,-1.7,Enrolled,8.0,12.0,13.0,12.0,13.062937062937063,0.0
39,9991,1,110.0,9,150.0,0,0,1,1,0,49,-4.06,Graduate,0.0,5.0,7.5,5.0,12.0,0.0
17,9670,1,125.0,7,126.4,0,0,1,1,1,18,-0.92,Graduate,0.0,6.0,7.0,6.0,12.80952380952381,0.5
39,9130,1,130.0,6,154.0,1,0,1,1,0,37,1.74,Graduate,1.0,5.0,10.0,3.5,12.5,1.5
1,9500,1,121.0,4,114.9,0,0,1,1,1,21,1.79,Graduate,0.0,7.5,9.5,6.5,12.496428571428572,0.0
39,9670,9,133.1,5,110.0,0,1,1,1,0,26,-3.12,Dropout,0.0,5.0,5.0,0.0,0.0,0.0
1,9070,1,147.0,2,149.8,1,0,1,1,0,20,-0.92,Graduate,5.0,12.0,12.0,11.0,14.545454545454545,0.0
1,9500,1,128.0,4,117.9,1,0,1,0,1,19,1.79,Graduate,0.0,7.5,9.0,7.5,12.524305555555554,0.0
1,9070,1,164.0,9,165.8,1,0,1,0,0,18,-3.12,Graduate,0.0,6.0,7.0,6.0,14.511904761904763,0.0
17,9500,1,137.0,4,127.6,1,0,1,0,0,18,1.79,Graduate,0.0,7.5,8.0,7.5,14.092063492063492,0.0
17,8014,1,122.0,9,123.8,0,0,1,0,0,20,1.74,Graduate,0.0,6.0,8.0,5.5,11.5,0.0
17,9254,1,124.0,3,126.1,1,0,1,0,0,20,1.74,Dropout,0.0,5.5,8.0,3.0,11.2,0.0
1,171,1,120.0,4,119.7,1,0,1,0,0,21,3.51,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
1,171,1,117.0,3,121.6,1,0,1,0,0,22,3.51,Graduate,5.0,11.5,14.0,11.5,13.708333333333332,0.0
43,9500,1,140.0,4,100.0,0,0,1,0,1,18,0.79,Graduate,0.0,7.5,8.0,7.5,14.0125,0.0
1,9500,1,130.0,9,127.6,1,0,1,0,0,18,-4.06,Dropout,0.0,7.5,12.5,7.0,12.521428571428572,0.0
1,9500,1,138.0,4,132.5,1,0,1,0,1,19,1.74,Graduate,0.0,8.0,8.0,7.0,14.36,0.0
1,9500,1,141.0,9,124.3,0,0,1,0,0,19,-1.7,Enrolled,0.0,8.0,8.0,7.0,14.514285714285714,0.0
1,9500,1,142.0,4,131.0,1,0,1,0,0,18,1.74,Graduate,0.0,8.0,8.0,7.0,14.7,0.0
7,9991,40,120.0,3,120.0,0,0,1,0,0,27,2.02,Enrolled,0.0,5.0,5.5,5.0,14.6,0.0
1,9556,1,122.0,3,113.3,1,0,1,0,1,20,1.79,Graduate,0.0,7.5,7.5,7.5,14.03125,0.0
1,9853,1,131.0,2,121.9,1,0,1,0,0,20,-1.7,Dropout,0.0,6.0,6.0,3.0,6.75,0.0
1,9085,1,120.0,9,118.3,1,0,1,0,0,20,-3.12,Graduate,0.0,5.0,9.0,5.0,12.466666666666667,1.0
1,9147,1,131.0,1,118.8,0,0,1,0,0,19,-0.92,Graduate,0.0,5.0,6.0,5.0,13.2,0.0
1,9085,1,130.0,9,129.0,0,0,1,0,0,20,0.32,Enrolled,0.0,5.0,8.0,3.0,11.125,0.0
43,171,1,120.0,9,143.3,1,0,1,0,1,20,0.32,Graduate,0.0,0.0,0.0,0.0,0.0,0.0
1,171,1,136.0,1,152.5,1,0,1,0,0,20,0.79,Enrolled,0.0,0.0,0.0,0.0,0.0,0.0
53,9085,42,160.0,4,155.7,1,0,1,0,0,27,3.51,Graduate,5.5,10.5,13.5,9.0,14.435064935064936,0.0
1,9085,1,157.0,5,153.9,1,0,1,0,0,18,0.79,Graduate,0.0,6.0,6.5,6.0,16.11904761904762,0.0
1,9500,1,150.0,4,137.8,0,0,1,0,0,18,-4.06,Graduate,0.0,7.5,9.0,7.5,15.44375,0.0
17,9500,1,148.0,9,143.3,0,0,1,0,1,18,0.79,Graduate,0.0,7.5,7.5,7.5,14.25892857142857,0.0
1,9085,1,120.0,9,123.2,0,0,1,0,0,20,-3.12,Graduate,0.0,5.0,7.0,4.5,12.958333333333332,2.0
1,9773,1,150.0,4,138.1,1,0,1,0,0,19,2.02,Enrolled,0.0,6.0,7.0,5.5,14.5,0.0
17,9238,1,158.0,5,140.5,0,0,1,0,1,20,1.74,Graduate,0.0,6.0,7.5,6.0,11.833333333333334,0.0
1,9500,1,145.0,1,130.0,1,0,1,0,0,18,-3.12,Graduate,0.0,8.0,8.0,8.0,13.76125,0.0
44,9070,39,100.0,4,104.8,0,1,0,0,0,22,1.79,Dropout,3.5,8.0,9.0,5.0,10.8,0.0
17,8014,1,136.0,5,132.5,0,1,1,0,1,22,0.79,Graduate,1.0,6.0,7.5,4.5,12.875,0.0
39,9991,1,133.1,4,127.7,0,0,1,0,0,25,0.79,Enrolled,0.0,5.0,11.0,4.0,11.75,0.0
1,9085,1,148.0,4,136.5,0,0,1,0,0,19,-4.06,Graduate,0.0,6.0,11.0,6.0,14.653846153846153,0.0
44,9130,39,130.0,4,130.0,1,0,0,0,0,21,-0.92,Dropout,0.5,6.0,11.0,4.5,12.642857142857142,0.0
39,9500,40,130.0,4,190.0,1,0,1,0,0,27,-0.92,Graduate,1.0,7.5,8.0,7.5,14.417460317460318,0.0
17,9500,1,136.0,4,128.5,1,0,1,0,0,18,0.32,Graduate,0.0,7.0,7.0,6.0,12.766666666666666,0.0
17,9254,1,122.0,4,126.6,0,0,0,0,0,18,1.74,Dropout,0.0,5.5,9.0,2.5,5.2,0.0
17,9556,1,140.0,1,131.6,1,0,1,1,0,19,2.02,Dropout,0.0,7.0,0.0,0.0,0.0,0.0
39,9991,1,110.0,3,119.0,0,0,1,1,1,35,3.51,Graduate,0.0,5.0,8.0,4.5,11.55,0.0
17,9085,1,130.0,4,127.6,0,0,1,1,0,23,0.32,Graduate,0.0,5.0,6.0,4.5,13.825,0.0
39,9500,1,133.1,9,100.0,0,0,1,1,0,28,-0.92,Dropout,0.0,7.0,14.0,1.5,5.958333333333333,0.5
1,9119,1,128.0,9,124.5,1,0,1,1,0,19,0.32,Enrolled,0.0,5.0,9.5,2.5,12.333333333333332,1.0
1,9773,1,117.0,4,109.3,0,0,1,1,0,19,0.32,Enrolled,0.0,6.0,10.5,3.5,12.458333333333332,0.0
1,9670,1,124.0,9,117.7,1,1,1,1,0,20,-3.12,Dropout,0.0,5.0,5.5,4.5,11.8,0.0
1,9670,1,124.0,3,124.7,1,0,1,1,0,21,0.32,Dropout,0.0,5.0,6.0,3.5,11.875,0.0
17,9070,1,128.0,5,124.5,1,0,1,1,0,18,1.74,Graduate,0.0,6.0,7.0,5.5,13.583333333333332,0.0
1,9070,1,125.0,2,140.8,1,0,1,1,0,22,-3.12,Graduate,0.0,6.0,6.0,6.0,14.833333333333332,0.0
17,9085,1,121.0,9,111.9,1,0,1,1,0,21,1.74,Graduate,0.0,5.0,10.5,2.5,6.142857142857143,0.5
7,9556,3,140.0,2,140.0,0,1,0,1,0,38,0.79,Dropout,0.0,6.0,6.5,1.5,6.333333333333333,0.0
1,171,1,124.0,9,121.2,1,0,1,1,0,20,1.74,Enrolled,0.0,0.0,0.0,0.0,0.0,0.0
43,171,1,136.0,9,123.8,1,0,1,1,0,19,0.32,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
7,9119,1,140.8,0,134.0,0,0,1,1,0,24,0.32,Dropout,0.0,5.0,0.0,0.0,0.0,0.0
18,9070,1,142.0,4,130.8,1,0,0,1,0,19,-1.7,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
1,9500,1,133.0,9,130.2,1,0,1,1,1,19,-0.92,Graduate,0.0,7.5,8.0,7.5,13.86111111111111,0.0
